row_number,Unnamed: 0_x,name,speech,session,id,Unnamed: 0_y,symbol,quarter,time,title,year
10,1054,Andrew D. Wong,"[""So just a question for Mayo maybe. Just looking across the business, I mean, there's been a lot of work done to improve operations and reduce costs over the past couple of years. Are there any areas within the business that you feel could see further improvements? And maybe just highlight some of those areas for us. That would be great.""]",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
11,1055,Mayo M. Schmidt,"[""Sure. Terrific question. Certainly -- I absolutely agree with you. I was certainly a key participant, and there's strong Board alignment on the changes. But I really think as we think about moving forward, really, a focus on the structural advantages that we have in retail and our production businesses, and I think it's a really unique opportunity to put a fresh set of eyes with the leadership team on taking the business to the next level. And more specifically to your point, I think an internalization of operational benefits between the business units focusing on pipeline margins, facility utilization, areas around logistics, transportation, which I say I've got quite a deep background in, and also working capital. And I do think we're really focused on our structural advantages. We think about how we focus the organization on our proprietary, the scale of our transportation. And then I would say the symmetry and balance within our system, which in my view can enhance the pipeline utilization of products and growth and creating profitability when we can find opportunities for growth both organically and through acquisition and making sure those are profitable in the first full year of operation.""]",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
12,1056,Operator,['Your next question comes from the line of P.J. Juvekar with Citi.'],question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
13,1057,Prashant N. Juvekar,"[""As growers are flushed with cash, do you think they'll upgrade their seed and chemical purchases to preserve yield? And Mayo, I think you said that you expect maybe 4 million more acres than what USDA suggested. Do you think that most of that goes towards corn given that corn is now at $7? And what's the upside from that?""]",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
14,1058,Mayo M. Schmidt,"[""Sure. Thanks for your question. I'll make a comment, and I'll ask Jeff Tarsi to join me here. The higher crop nutrient sales prices and volume from really strong America -- strong North American spring application season is what's been driving our increase in gross margins. We're quite positive about this as we look forward and the opportunity. And Jeff, would you like to further comment? You're on the ground and have a great sense of the planting this year and intentions.""]",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
15,1059,Jeff  Tarsi,"[""Yes, sure. Thanks, Mayo. P.J., I agree. I mean look, there's a lot of optimism out in the network today, especially with our customers. We see people -- I like to use the term swinging for the fences. They're going to do everything in their power to maximize yields in 2021, no matter what the crop is, corn, soybeans, cotton and wheat and various other crops with it. As far as maybe trading up on the seed side of things, I don't see so much trading up on the traits side of things. The traits side of it is more determined by pest pressure. And -- but what we do see is we increasingly see our growers using technology to trade up on the germplasm side and being able to match the best germplasm possible to the different soil that they have on their farm. Our digital agronomy platform is allowing us to really utilize those 2 going forward. But look, we're going to see growers really pull the inputs to this crop this year. If I look at our nutritional -- proprietary nutritional business, I'm seeing that today with some of the inferred allocations that are being made. Again, they're putting the very best germplasm out there. And we think they're going to do everything they can to protect this crop as we go through the season. I would expect plant health fungicides to be very strong as well as we get into the -- as we get a little bit deeper into this growing season.""]",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
16,1060,Jason  Newton,"['And P.J., just to answer the second part of your question on acreage. We see the potential growth to get to that 4 million acre level as relatively even between corn and soybeans, so roughly 2 million acres of each, corn and soybeans.']",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
17,1061,Operator,['Your next question comes from the line of Joel Jackson with BMO Capital Markets.'],question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
18,1062,Joel  Jackson,"[""Welcome, Mayo, to this new role at Nutrien. Just a couple of questions. So just maybe following up on Jeff's answer earlier. With higher crop prices and farmers trading up on germplasm, is that a good thing or a bad thing for Dyna-Gro? Like might we see Dyna-Gro lose share this year? Farmers are less price sensitive.And then second, on potash, will the strategy going forward be the same when it comes to price versus volume? Might you try to push more tonnes out? How might this change if we get some more tonnage coming on in Russia and others?""]",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
19,1063,Mayo M. Schmidt,"[""Jeff, do you want to take that first question? And I'll take the potash, please.""]",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
20,1064,Jeff  Tarsi,"[""Sure, absolutely. In respect to the germplasm, Joel, absolutely not, that's not a negative to Dyna-Gro in any way. Our germplasm, no matter what property, as it relates to Dyna-Gro, is -- can compete with anything out on the marketplace. As a matter of fact if I look at our share through the quarter with Dyna-Gro, I see our shares increase across corn, soybeans, cotton and canola, which will be on the prudent side of things. But no, we don't take a back seat when it comes to Dyna-Gro. And if you look at our yields as it relates to those 5 crops, we compete with anything out on the market. And depending on the geography, in some of those markets, we actually have leading germplasm in those areas. Mayo, I'll turn it back to you.""]",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
21,1065,Mayo M. Schmidt,"[""Good, yes. Thank you. Thank you, Jeff. When we think about our products, we're certainly focused on price over supply. And we also look at the increase as we're thinking about the next 10 years, the 2% to 2.5% growth. And that could produce as much as 14 million to 20 million more tonnes of demand over the course of the next 10 years. So we're quite positive, one, about price; secondly, growth in that market. And we'll continue to focus on that. And as we see right now, we're fully committed on our offshore sales volumes through August. I think Ken Seitz may want to comment here. Jump in, Ken. But he's certainly been focused on the opportunity in these markets to price, and that's why he's concentrated on certain markets.""]",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
22,1066,Kenneth A. Seitz,"[""Yes, happy to, Mayo. Thank you. And Joel, yes, just maybe reiterate what Mayo said, that is nothing changes for us. We believe we have a good strategy, obviously focusing on netbacks. It continues to be the case that we have this flexible mine network, and we'll meet demand in the market where it is. And we demonstrated that in the first quarter with our 6 mines and our significant structural advantages throughout North America, be it supply chain and our 300-odd warehouses and then internationally, by Canpotex. And you look into the balance of the year, things are very positive. And so we're going to stay the course. Back to you, Mayo.""]",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
23,1067,Mayo M. Schmidt,['Thank you.'],question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
24,1068,Operator,['Your next question comes from the line of Michael Piken with Cleveland Research.'],question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
25,1069,Michael Leith Piken,['A question on nitrogen. If you could just talk a little bit about where you are with respect to running your Trinidad plants. And any kind of planned turnarounds that you have for some of the other facilities over the remainder of the year and how we should be thinking about the cost structure for your nitrogen business going forward?'],question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
26,1070,Raef M. Sully,"[""Yes. Sure, Michael. So let me just start in North America. You will have noticed, over the past couple of years, a steady increase in our utilization rates. That's a result, I think, of some of the synergies that we got out of the merger. This year, we've got 2 large turnarounds. We -- during these -- the last couple of years, we've also been trying to take care of some large end-of-life issues where equipment is coming up to 40 or 50 years of service. We have 2 large turnarounds. We're in one at the moment at Borger, Texas, and we have another one starting in a couple of months in Redwater. That's pretty normal for us to have one turnaround a year in the U.S. and one turnaround in Canada. The unusual thing about this is they're a bit larger than normal because of these end-of-life issues that we talked about. So coming out of those, we expect to see an increase in production capability and continued increase in reliability. Trinidad, a little bit different story there. We have 4 plants, as you know. At the moment, all 4 of them are actually running. 2 of them, however, are running at reduced rates. And we have a turnaround plan for one of the plants down there in -- starting in a few weeks' time and then another smaller minor turnaround later in the year. The outcome of that will be that you'll see us produce at a level equivalent to about 3 plants over the rest of the course of the year, and that's, of course, dependent on gas supply.""]",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
27,1071,Operator,['Your next question comes from the line of Jacob Bout with CIBC.'],question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
28,1072,Jacob Jonathan Bout,"[""Mayo, perhaps a bit more color on your strategic view, specifically your thoughts on how you're prioritizing investment in wholesale versus retail? And does it make sense to keep them together? Is there value created by splitting them apart?""]",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
29,1073,Mayo M. Schmidt,"[""Okay. Thanks for that question. I think that when we think about the internalization that we're focused on between the 2 -- between the different operating units, that would be the pipeline margins of facility utilization, logistics and transportation. And that supply chain is just critical for success. And when we think about the symmetry and balance in our system, we think about the research and development, we have to generate a proprietary seed, and then the ability to take that seed to the ground and support it by all of our wholesale fertilizer. And I think this is really a unique opportunity to put a new -- again, a fresh set of eyes on how we drive more of that internalization within the system. And so we actually believe that we're stronger together. We also know that we have to set ourselves up to be advantaged structurally when we look at region or countries to make sure that we're not only competitive within particular zones but also throughout the transportation and logistics network as well. So we think there's strength in the operating teams together, and we're going to really be focused on that internalization over the next course of time and look at our structural advantages.""]",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
30,1074,Operator,['Your next question comes from the line of Vincent Andrews with Morgan Stanley.'],question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
31,1075,Vincent Stephen Andrews,"[""Two quick ones. First, on the 300,000 tonnes of potash that was delayed, you mentioned that it would be delayed into the balance of the year. So I'm just wondering, are you now holding that product back because of the rising price environment and expectations that you can get prices for it later on? Or will it actually just flow through in 2Q? And then secondly, just I noticed it was a very light buyback in the quarter. So just wondering if there's anything specific to that, just given that you raised the buyback in fourth quarter.""]",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
32,1076,Mayo M. Schmidt,"['Ken, do you want to pick up potash? And Pedro -- I can pick up the buyback portion. Ken, do you want to...']",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
33,1077,Kenneth A. Seitz,"[""You bet. Yes. Thanks, Vincent. So yes with respect to the 300,000 tonnes, that really was just related to some challenges with supply chain and logistics in the first quarter and weather related. We had some cold weather in February and then rain on the coast where we load vessels. And so we did defer those 300,000 tonnes, Canpotex did. And it's really kind of split -- spread over Q2, Q3 and Q4. That's not to say that our salespeople aren't watching the rising potash price environment and timing sales accordingly. They definitely are. But with respect to those 300,000 tonnes, it's really just a deferral into the balance of the year.""]",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
34,1078,Pedro  Farah,"[""And Vincent, this is Pedro. I think just a comment on the buyback. Of course, nothing really changed in our capital allocation. We continue to use it to sustain our first-class assets, and that -- we kind of provided a dividend increase in the first quarter. And we look at everything else on a compete for capital basis. So we made kind of choices. Of course, we're also preparing for a very strong spring season here. So what you see is us looking at the best return for that capital at that point in time. Of course, we approved the NCIB and got approval from the Board for a reason. So we're considering that as an option, but that option will be exercised in light of our trade-offs between organic, inorganic and shareholder distributions in the future.""]",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
35,1079,Operator,['Your next question comes from the line of John Roberts with UBS.'],question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
36,1080,John Ezekiel E. Roberts,"['Welcome, Mayo. You talked about the CEO change having something to do with taking Nutrien to the next level. Does that imply the 2023 targets laid out at the last Investor Day may not have been enough? Or are you thinking about something else when you talk about the next level?']",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
37,1081,Mayo M. Schmidt,"[""I think it's a combination of things. And thank you, John, for the question. Really, we're putting a fresh set of eyes with leadership teams on our operational excellence. We think about, as I mentioned earlier, our structural advantages we have throughout the sector globally today and to a greater degree, taking full advantage of those and enhancing that pipeline of utilization of products. So we really think that as far as we think about those targets, those are, of course, going to be driven by a combination of the advantages that we have in the marketplace and our execution. So the focus of the leadership team here is going to be both on execution. When we think about -- even a wonderful business of retail that we have today, can't imagine, when we think about the sites that we have across North America and Brazil, that we can't find new and unique opportunities in those businesses. And so that's the area that we're going to really be focused in on.""]",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
38,1082,Operator,['Your next question comes from the line of Mark Connelly with Stephens Inc.'],question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
39,1083,Mark William Connelly,"['I was hoping you could talk a little bit more about the performance of the Brazil business and how urgently Nutrien thinks it needs to grow that strategically. My sense is that listening to Chuck, Nutrien wants to be a lot bigger and more impactful there.']",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
40,1084,Mayo M. Schmidt,"[""We certainly do, and we see an opportunity to be more impactful. And we think that as we're looking at progressing in that particular market, there's unique opportunities as it develops. So we've got a keen focus on that area, and that will continue. We expect to see growth in earnings there as well. And of course, we have an expectation of a bit of a higher rate of return in that market, particularly with any levels of risk being in different countries as such. So Pedro, do you want to make any comments about that?""]",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
41,1085,Pedro  Farah,"[""I would just say that we have capability for corporate development expansion, so M&A expansion in Brazil, a very rich pipeline. So we have many paths to grow in Brazil. We would like to grow in Brazil, as we kind of stated many times before, but we will do so on a disciplined basis. So we'll take our time to get the best assets. And we are very encouraged by the performance of the existing assets at this point in time, which gives us more confidence about our strategy in the future.""]",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
42,1086,Operator,['Your next question comes from the line of Duffy with Barclays.'],question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
43,1087,Patrick Duffy Fischer,"[""A couple of questions just around China and potash. I mean if you look, China has obviously been buying a tonne of corn and soy, kind of pricing different, and that stands really juxtaposed to what they've done with potash where it seems like you're fighting over nickels and dimes around pricing. Can you square why they would be so tight on the potash side when that can actually affect their internal corn yields versus buying a lot of global product? And then just a follow-on to that is as you sit here today, how do you see the contract developing with them on potash this year?""]",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
44,1088,Mayo M. Schmidt,"[""I might just comment to start with and draw Ken in here. When we look at the change that we've gone through, the tariffs the U.S. has applied in China, worked through that, which created obviously an extension of Brazilian exports into that market. And then the African swine flu and the recovery from that and then the -- I think it's a combination of that swine flu recovery, and secondly is China building strategic food supply is driving a lot of this demand. And we do expect to see it continue. Ken, would you like to comment further?""]",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
45,1089,Kenneth A. Seitz,"[""Yes. You bet, Mayo. Sure. And thanks, Duffy, for the question. So yes, it is a unique year with respect to the contracting process in China. Of course, that contract with one of the big international suppliers was on the heels of an agreement with India at the same price level of $247. We're watching Chinese inventory levels quite closely at the moment, exactly as you say, Duffy, because demand in China will be strong this year and will continue to be strong going forward. Inventory levels at the moment are about 2.5 million tonnes. That's down from about 3.7 million tonnes this time last year. And important to note that of that 2.5 million tonnes, 1.5 million is the so-called strategic reserves, so really only 1 million tonnes sitting at the port that's usable. If we look inland at Qinghai Salt Lake, we believe that those inventories were completed at the end of last year and continues to be the case. So inventories level are low, to your point. Canpotex has said that it's committed right through to the end of August. And so it remains to be seen how the contracting situation will evolve in China with this very strong demand and with inventory levels coming down. So yes, I think it plays into the timing around discussion for a new contract or a new price level in China. And again, that remains to be seen as we watch this strong demand and the depletion of inventories with, frankly, suppliers targeting other higher-netback markets in the world as opposed to sending as much potash to China. And you see that reflected in Canpotex' numbers as well.""]",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
46,1090,Operator,['Your next question comes from the line of Steven Hansen with Raymond James.'],question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
47,1091,Steven P. Hansen,"[""Mayo, Nutrien has been a clear industry leader on the digital strategy front here in recent years. And I noted that digital platform sales have doubled in the first quarter here. Can you perhaps just speak to the digital strategy in particular going forward and how you see that changing, if at all? I'd appreciate it.""]",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
48,1092,Mayo M. Schmidt,"[""Okay. Happy to. Thank you. One, we've had good success in rolling out the Canadian digital strategy. That has been over the course of the last year. As we think about moving forward, we've been working robustly on the U.S. strategy and how we'll roll that out. We're seeing some really good progress in the payment of receivables on the digital platform. And we're seeing a growing demand for producers that are willing to order and do their own input, and we're supporting that. And fortunately, we have the 3,600 agronomists and also the support staff behind that, that were able to assist farmers. So for us, it's a matter of combination of enhancing that digital platform experience for our producers while also helping them with their planning needs in the farm with precision agriculture. And if you think about below all of that is our ESG support that we have in sustainability. And we look at even thinking about not only digital rolls into our total pilot acreage target of 100,000 acres, which we were oversubscribed on the carbon program. So there's many, whether it's the financing that we do or the planning we do, whether it's fertilizer seeds and then, of course, the input and receivables. So we're quite positive about it. It's a big effort. It's across the company. It's requiring focus at every level of leadership.""]",question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
49,1093,Operator,['Your next question comes from the line of Rikin Patel with Exane.'],question_answer,NTR.TO_208023,23,NTR.TO,1,2021-05-04 10:01:01,NTR.TO - Earnings call Q1 2021,2021
