row_number,Unnamed: 0_x,name,speech,session,id,Unnamed: 0_y,symbol,quarter,time,title,year
10,2667,Chuck Magro,"[""Look, let's start with the guidance and I'll give you our view on how we set the EBITDA guidance and what's in it and what's not importantly, and then I'll ask Wayne to talk a little bit about the EPS guidance, because that is being affected of course by some of the merger accounting. And then Wayne can also address your question on the equity stake. We provided EBITDA guidance because I think it's the best view for our recurring earnings for the core of the business. And of course that range we set now is $3.2 billion to $3.7 billion with a midpoint of $3.45 billion. And it's important to note that the equity stake, so the equity pickup in last year that was about $170 million, that is not included in the EBITDA guidance range. So that's really important to communicate clearly. And that's simply because we do intend to sell them because of the regulatory settlements that we made with the government. So that's the first set of adjustments that I think needs to be kind of observed. In all cases for guidance, though, we are assuming that retail growth is EBITDA. The other thing we're assuming in all of the guidance numbers that we have provided is that we deliver our synergies because we have strong confidence that we will hit our synergy target. So then when you look at the range, $3.2 billion to $3.7 billion, really the difference is all market price and it's really fundamental in terms of what the market price is for nitrogen and potash. And if I can just paint the book end for you. So at $3.2 billion of EBITDA, and that's the low end, retail grows, we deliver our synergies, but the market prices are basically where they were in 2017. Clearly, that's not where we are today. It's probably a bit conservative in my eye, but that's the one end of the book -- the guidance book end. The other end of the book end, $3.7 billion, we grow retail, we hit our synergies and the market prices are up somewhere between $30 and $40 a tonne. And if you look at that, that's the massive leverage that this new company has to the upside when it comes to market pricing. So then you look at the midpoint, $3.45 billion, retail grows, we deliver our synergies and you need market pricing to increase around $20 a tonne on nitrogen and potash versus last year. And that's up almost 20% than versus the 2.9 billion that the pro forma company delivered last year. So I'd say that's pretty significant operational improvements and growth. And the combination is retail growth, delivering our synergies and a little help from the market. Now, when you move to EPS, of course there's the merger accounting and I'll let Wayne explain that. And then Wayne can also address your question on the equity sales.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
11,2668,Wayne R. Brownlee,"[""The big item that we are still working through is the purchase price accounting. As you know, the market value of -- since accounting-wise Agrium was the acquiree, the market value was $10 billion higher than the book value. So we have to adjust for that. We're going through a evaluation process right now that we expect to wrap up by close to the end of the first quarter. That range of additional amortization or depreciation could be somewhere in the range of $150 million to $300 million. So we need to sit on that and we'll come back and we'll give you pretty good directional guidance by the end of the first quarter. So that will be the biggest adjustment. It's of course a non-cash item. It's just purely accounting speak. And that will have the biggest impact on the earnings per share. As Chuck noted, the equity investments are not included in the EBITDA -- sorry, the equity investments are not included in the EBITDA. We fully expect to incur some income from them over the course of the year. They will show up as discontinued items in our financial statements going forward, but they would have otherwise normally have been in the EBITDA. So that adjusts for the difference. With regards to sales process, as you know, we concluded the Israel Chemicals sale in January. Still we're continuing to work through Arab Potash Company and SQM. We have a robust bidding process in both of those 2 entities. And it's speculative in some ways to try and determine when those -- the sale of those equity interest will take effect, because not only do we have to reach an agreement with a third party, but we will also have to probably go through any regulatory hurdles that may be required to close those sales. So we expect that to continue through this year. We're hoping that by the end of the second quarter we might be in a position on Arab Potash Company. That remains to be determined. And we'll continue to work through SQM. And once again, the timing of that will be determined, but the bidding process to-date on a very preliminary basis has been quite robust.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
12,2669,Operator,['Our next question comes from line of Don Carson with Susquehanna.'],question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
13,2670,Donald David Carson,"[""Chuck, you talked a bit about optimization in your Potash operations. What about permanent capacity closures? You've got 22 million tonnes nameplate. Obviously, it would take you a long time to get up to meeting all that nameplate capacity. So as you ramp-up Rocanville and some of your other lower cost mines, are you looking at permanent closures of smaller Saskatchewan mines and New Brunswick?""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
14,2671,Chuck Magro,"[""Look, I'll let Raef Sully, our President of Potash, give you his view and then I'll give you my thinking longer-term in terms of the strategic overlay in terms of the potash market. But go ahead, Raef.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
15,2672,Raef M. Sully,"[""So, look, Don, all of those things are on the table. We're certainly looking at those options at the minute. As I said, we were looking just at optimizing the plants we have running. You'll know that New Brunswick isn't producing at the moment. It's down. We took Cory down to white only recently. And prior to that, we had Allan and Lanigan taken down [indiscernible]. So I think in the short-term we need the 6 running. We'll look at that again halfway through the year and end of the year, seeing what second half does. And if we need to, we'll make some decisions.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
16,2673,Chuck Magro,"[""Don, it's Chuck. So, look, when we look at the market for potash, certainly what we see right now is demand is quite robust in all global markets. And so if you look at our guidance that we provided, we're only going to take our sales book up about 3%. But there's a lot of optimization with the 3% that we can get significantly lower cost by moving product to the lower cost facilities and then trying to maximize sales from the higher premium potash business. And then there's this notion of the integration into retail with some of the higher premium products. So all that's underway. When we look at that, the synergy creation is quite substantial. And then we need to understand if the market continues to grow at 2.5% to 3% per year, what ultimate capacity are we going to have the need from our production? And those decisions are going to take a little bit more time for us. We're going to have to look at demand in the second half of the year as we move into 2019. But we're going to, rest assured, look at the best long-term optimization decisions for that business.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
17,2674,Operator,['Our next question comes from the line of Ben Isaacson with Scotiabank.'],question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
18,2675,Oliver S. Rowe,"[""It's Oliver on for Ben. Thanks for taking my question. Could you just give us some color on the implied Phosphate EBITDA outlook? It looks like you're expecting 2018 to be a pretty challenging year there. And then on that note, could you give us an update on how the strategy to turn that business around is going and maybe what we could expect that business to look like when you come out on the other side?""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
19,2676,Chuck Magro,"[""I'll have Susan Jones, our President of Phosphate, answer your question.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
20,2677,Susan Jones,"[""Yes, our EBITDA range for the year is going to be between $150 million and $200 million for the Phosphate business. Fortunately, we have had global phosphate prices firm in the first quarter, so we're out of the gate with fairly robust demand and pull, which is nice to see. I did want to address your turnaround question. And first and foremost, we are very much focused on the synergy number. We have a target of $80 million in synergies that we have been discussing with shareholders since the time that we announced the merger. And in essence, this is replacing third-party rocks for our Redwater facility with excess capacity at our Aurora, North Carolina and White Springs, Florida facilities. Now, we are looking at 3 options to address this right now. One is moving rock to Redwater to upgrade its MAP. Another is moving acid to Redwater to upgrade its MAP. And finally, just moving finished MAP straight into Western Canada and looking to repurpose our Redwater facility. And of course in any of these scenarios, we're going to be looking to use the legacy PotashCorp's excess capacity and combining that with Agrium legacy's retail demand to create the synergies. So as part of this what is really key is we need to look at the capital to be spent to achieve the synergies. And it's looking right now with this, the least amount of capital is just to simply move the finished MAP. But that's the synergy plan that we're focused on and I am very confident we're going to be able to achieve those synergies. And we are of course going to have phosphate as part of the overall portfolio review. We're looking at the feed business. We're looking at the industrial business. And there will be more to come on that as we go through the course of the year.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
21,2678,Operator,['Our next question comes from the line of Chris Parkinson with Credit Suisse.'],question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
22,2679,Graeme Welds,"[""This is Graeme Welds on for Chris. Just had a quick question on the Potash outlook that you guys put out. If I take a look at the incrementals for your volume guidance for Nutrien as well as the volume guidance for the industry, it looks as though you guys will be gaining a little bit of share. I know you talked a bit in the prepared remarks about your expectation that the greenfield projects coming online won't be able to produce as much, as well as some facilities that you expect to be winding down. But I was wondering if you could kind of walk us through a little bit more of the specifics of that dynamic and what you see kind of driving that outcome?""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
23,2680,Chuck Magro,"[""It's Chuck. I'll take your question. So, look, I think when we gave the guidance -- here's the backdrop. The demand is quite strong, especially in the first half. And some of the new capacity that's coming into the market, we don't believe will have saleable tonnes certainly in the first half of any big significance. The second half, we'll we need to see. Some of the operators that are bringing new capacity have already kind of extended the timeline when they thought that the tonnes would be into the market. So we think that the testament that market price is now and even in North America are up $20 a tonne, spot prices in Brazil are up, I think that that's all good signs that the market is strong and getting healthier. For our guidance -- when we look at our production and our sales, it's up a relatively small amount, 3%. Last year the combined pro forma company was up much more than that. And I don't have the exact market shares, but I would say that the journey is sort of a flat market share. And we're trying to sell a lot of those tonnes in the first half of the year, because that's where the demand is. And then we'll see what happens in the second half of the year. That's why we gave a range for guidance. But I think we're quite aware of the market dynamics. We like how the market is improving. It's getting healthier. And we just don't think there's enough tonnes in the market, especially in the first half.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
24,2681,Operator,['Our next question comes from the line of Steve Byrne with Bank of America Merrill Lynch.'],question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
25,2682,Steve Byrne,"[""The 6% increase in global shipments for potash that you noted in 2017, you assess that as being commensurate with end user consumption. From an agronomy perspective, what do you think was driving that increase in potash consumption in 2017? And then you're basing that at least largely on your assessment of channel inventory levels in all of the key regions, China, India, Brazil, US. What's your confidence level that channel inventory levels are indeed lower than they were a year ago?""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
26,2683,Chuck Magro,"[""Look, we're very confident that the potash went to ground, very sure of that. And I'm going to have Jason Newton, our Head of Market Research, walk you through those dynamics and why we believe that the potash went to ground.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
27,2684,Jason Newton,"[""I think there's a few things leading to the high amount of demand growth that we saw last year. Number one is that we saw stable and firming pricing environment which gave downstream buyers confidence in the market to take a position. But also if you look at the price of potash even where it has increased to today, it's very affordable at the farm level compared to crop prices. And historically when we're seeing that combination of steady and increasing prices at affordable levels, we've seen firm demand growth. And that's what we saw last year. If we look at inventories in 4 of the major markets, so North America, China, India and Brazil, what we've seen -- and there definitely isn't perfect inventory data downstream, but the inventory data that we've seen in those markets is down about 5% year-over-year. So obviously we're seeing a lot go to ground. In the North American market, we have the insight from our retail group that says that fall demand was very strong, channel inventories were tight at the end of the year and we expect to see flat demand in the first half of the year within North America. I think the second half is more of a question mark, so we're a bit conservative on the shipment range. But that's just driven by how strong the fall application season was this year and we've really seen limited build in inventories.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
28,2685,Chuck Magro,"[""And, Steve, just -- it's Chuck. Just a little bit more color for you and it's just color at this point. But certainly in Brazil the phenomena or the structural change of moving pasture land to agricultural land, it's there, it was there last year. That's driving demand. That's why they hit a record potash demand in Brazil. And we think that that phenomena will continue over the foreseeable future. In India and China, the governments are starting to mandate now soil sampling by their farmers and our intelligence would suggest that the data is quite worrisome and I think that finally they're starting to see that if they don't change the soil health dynamics, they could have long lasting implications. And we're starting to see good application rates as a result of some of the soil sampling we're seeing in India and China. Now, will it continue? We don't know, but we certainly saw that clearly last year.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
29,2686,Operator,['Our next question comes from the line of P.J. Juvekar with Citi.'],question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
30,2687,Daniel William Jester,"[""It's Dan Jester on for P.J. I was looking in the appendix of your deck and you have some targets for your ammonia production capacity. And I'm just looking at -- for total Nutrien, it looks like the aspiration is to go from about 90% utilization to 98% utilization in the next couple of years. So I was wondering if you can kind of dive into what's driving that. And if you add back Joffre and Trinidad, what do you think the ultimate operating capacity of the business is?""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
31,2688,Chuck Magro,"[""I'll have Harry Deans, our President of Nitrogen, take your question.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
32,2689,Harry Deans,"[""Yes, we got lots of growth plans for our business. We think we can actually take the learnings that we've had from both the Agrium and the PCS side of our business and apply it elsewhere. So we're planning to run our plants hard. We're planning to make sure that we have efficient turnaround; we are as both cost efficient and also we reduce the amount of time that our plants are actually down. Also taking learnings that we've had from other parts for our plant in terms of reliable operations, so risk-based inspections and also minimal trips to make sure that we protect the key pieces of our assets. So we're very confident. As you see from the charts that we got -- in Agrium we got the utilization up from 89% to 93% and in the Potash Corporation there was a similar trend. And we're very confident that we can get our assets up to a higher utilization rate. The reason we exclude Joffre and the reason we exclude Trinidad is they are subject to availability of their feedstock, hydrogen for Joffre and natural gas for Trinidad. But we're confident we can repeat that story at those units when we get the feedstocks that we require.""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
33,2690,Operator,['Our next question comes from the line of Joel Jackson with BMO Capital Markets.'],question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
34,2691,Joel Jackson,"[""I have 2 questions on the synergies. So if the most likely scenario is now that you'll be shipping finished MAP from the East Coast to Alberta. How is it that instead of shipping rock or acid, how is it the synergy bucket could be exactly $80 million still? Maybe you could walk us through that math? And on the potash cost, I believe you talk about maybe $50 million from running Rocanville at a harder rate. But wasn't running Rocanville full out and running PotashCorp mines -- other mines at lower rate a key and well established multi-year plan from PotashCorp as a standalone company. So if you're not shutting out other mines, how is that a synergy?""]",question_answer,NTR.TO_208091,54,NTR.TO,4,2018-02-06 10:01:01,NTR.TO - Earnings call Q4 2017,2017
