row_number,Unnamed: 0_x,symbol,id,quarter,time,title,year,Unnamed: 0_y,name,speech,session
10,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,646,Operator,['Your next question is from the line of Chris Parkinson with Mizuho Securities.'],question_answer
11,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,647,Christopher Parkinson,"[""Just a quick corollary of that question. Just given the outlook and the potential longevity of the, let's say, the current situation and the shortfall, and even if growers in certain regions skip applications, presumably nutrients are still being removed from the soil on an annualized basis, there are a lot of things to consider. Very simple question. What will it take for you to eventually make a decision to ramp even further? I understand, obviously, there are economic considerations, longevity, so on and so forth."", 'And the remainder of that question will be, I mean, who else even has the capacity to make a dent in that shortfall between 2022 and 2024? Is there anybody else that you could even remotely make a dent in that from your perspective?']",question_answer
12,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,648,Kenneth Seitz,"[""Great. Thanks, Chris. Well, I'll start with the second question and just say that, no, it is going to be a challenge. If we believe these supply challenges are going to persist through 2022 and into 2023, if there was additional capacity to put in the market, it would already be there because the incentives are certainly there for a producer to produce."", ""We'll also say that some of the new volumes that would have been coming -- would be coming to the market are out of that region, out of Russia and that's -- whether it's EuroChem or Belarus with their  petro corp project. And we can imagine that those projects are also challenged today. So it's -- if we look at the ability to flex production, a lot of it resides with Nutrien. Hence, over the last 2 years, 70% of the new production, that's come to the market, has been from Nutrien and our ability to add 20% to our own production volumes over the last 2 years."", ""With respect to your question, what does it take to ramp further? Well, of course, we're looking at that right now. But it goes back to just us assessing the duration of this impact and what it will actually the impact on the market in terms of trade patterns, and ultimately, restrictions potentially to certain parts of the world. And we know that's going to happen this year, hence, our 60 million to 65 million tonne guidance range where we expect there will be demand rationing -- much different than demand destruction, but demand rationing."", ""So we -- there is an acceleration case for our volumes. We're looking at that today. We will have more to talk about at our Investor Day on June 9. But yes, looking at that accelerated case in the context of a drawn-out challenges from production from Eastern Europe.""]",question_answer
13,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,649,Operator,['Your next question is from Adam Samuelson with Goldman Sachs.'],question_answer
14,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,650,Adam Samuelson,"[""Maybe just continuing on that same line of questioning. Could you just talk about maybe internally and within Canpotex and in the broader North American logistics system, where you see kind of the bigger bottlenecks to increasing capacity? Obviously, there's about 3 million tonnes of hoisting and processing capacity that's still idled [indiscernible] bunch of it and some of the other mines as well. But as you think about beyond that, whether it's ports, whether it's railcars, whether you think it's big restraints around new mining machines, just help us think about what the key bottlenecks from a time perspective would be and where the bigger capital kind of requirements would come to think about the 3 million tonnes that you have still potential internally built and even beyond that?""]",question_answer
15,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,651,Kenneth Seitz,"[""Great. Thanks, Adam. And it's a great question because we obviously look at this. Our capacity is not just at the mines, but right through to the discharge ports for the customer. And so we're in the bottlenecks, and today, we would say that we're looking very closely at long lead time items from a procurement perspective."", 'And so that would be things like mining machines, which in order to accelerate ramp-up, we would need to put mining machines on order. And the downstream of that, we would say that with conveyance, we have to put in place. But the rest of it, we have built that capacity exactly as you say, capacity advance and our other mines where we have the infrastructure in place. We have the 12 shafts sunk, and we have mill capacity to ramp up production as well. So capital associated with production at the mine, but downstream of the mining machine is immaterial.', ""As we look beyond the mine gate and downstream from there, yes, it's true that cycle times are going to require more railcars and we're going to require port capacity. The good thing is that Canpotex has invested at the Neptune facility, Portland facility and our East Coast facility in New Brunswick, which gives them sufficient port capacity today to wrap up. So it really becomes a discussion about ordering railcars, which we can do."", ""And then I would say with respect to our North American distribution, we feel very well positioned there. We have our Lima facility. We have our over 300 warehouses across North America, and again, railcars to get it there. So as we ramp up production, North American supply chain intact, we'll be looking to offshore. But by Canpotex, we certainly see a path there.""]",question_answer
16,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,652,Operator,['Your next question is from the line of Joel Jackson with BMO Capital Markets.'],question_answer
17,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,653,Joel Jackson,"[""I had a couple of questions, a 2-parter. Your Canpotex partner gave some guidance overnight that they're expecting about a $50 a tonne realized price increase in Q2 sequentially but in Q1, you obviously have a lot of pricing that's linked together. So first, I wanted to see, is that kind of what you're guiding to as well in Q2?"", 'And then as a second part of that, in your midpoint guidance for EBITDA for the year, are you assuming that current potash prices stay where they are for the year? Or what are you assuming in the base case?']",question_answer
18,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,654,Kenneth Seitz,"[""Yes. So with respect to our margins compared to what Mosaic might have said on their call, I mean, I think it's fair to say that out of Canpotex, you can expect something similar. And then in North America, we would go our own way. And so -- and I wouldn't talk about that because that's confidential. But yes, I think generally, Joel, you can say that it would be similar."", ""With respect to our pricing assumptions and what we're saying for the midpoint of EBITDA guidance, I'll hand it over to Jason Newton.""]",question_answer
19,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,655,Jason Newton,"[""Joel, I think you've probably read fairly closely into where the midpoint of the guidance would be reflected, would be based on prices remaining relatively in line with where current prices are.""]",question_answer
20,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,656,Operator,['Your next question is from the line of Jacob Bout with CIBC.'],question_answer
21,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,657,Jacob Bout,"['Going back to late 2008, 2009, you used to talk about being able to skip a year for potash application. What is your sense of the amount of potash and soils in your key markets like U.S., Brazil, China and India versus historical? Maybe you can comment on where you see inventory levels right now in those key markets as well.']",question_answer
22,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,658,Kenneth Seitz,"[""Great. Thanks, Jacob. Well, I would say that given the price of commodities, and certainly, the most recent price increases, growers haven't set to maximize yield. And so as such, we would say that nutrients and crop soils and depending on region would be sort of average to below average levels. And again, we would say that growers are heavily incented today to lay down the appropriate crop nutrients."", ""With respect to inventories, also an important question, Jacob, we would say that today entering the year, inventory levels are sort of average or below-average historical levels. But it is the case now, and certainly, it's true for potash, with the North American spring season delayed, we still have time to get that crop in the ground, obviously. And we expect those inventory levels to come down."", ""And that's true internationally as well. If we look China, Southeast Asia and Brazil entering the year with reasonable inventories, but expecting those to come down and for potash, especially, true given that we are just now starting to see the impact of this conflict in Ukraine. Obviously, Russia was delivering potash out of the region up until the latter part of February. But again, now some of these challenges that are persisting. So we expect inventories certainly for potash to come down and be pressured then for the balance of 2022.""]",question_answer
23,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,659,Operator,['Your next question is from Vincent Andrews with Morgan Stanley.'],question_answer
24,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,660,Vincent Andrews,"['Just a question on Retail as it relates to, I guess, 2 things. One, how is Retail going to position itself for inventories at the end of the North American season? And kind of also, I guess, asking about how you think summer fill will progress in the different nutrients. And then if you could also help us with why crop protection margins you anticipate improving from here.']",question_answer
25,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,661,Kenneth Seitz,"[""Yes. So thank you, Vincent. And yes, I mean, with respect to inventories, that's something that we're watching very closely at the moment and watching progression -- planting progression throughout North America. We entered the season with inventories the way that we would in previous years."", 'And as Jeff Tarsi keeps saying, intending to end the spring season with inventory levels low. But Jeff, can I pass it over to you for the discussion about inventories and crop protection margins?']",question_answer
26,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,662,Jeff Tarsi,"[""Sure. Sure, Ken. And yes, I'd reiterate what Ken just says. I can't think of any year that I wouldn't go into that I wouldn't plan on trying to target myself to being near empty once we come into that June and July time frame across all of my nutrients. And then, obviously, once we get into that July, August time frame, we'll start positioning ourselves again for what we anticipate to be another fall -- another strong fall market as well."", ""And look, we try to position ourselves from an inventory standpoint in season. We always try to position ourselves to be in as close to empty as we can, whether it's crop nutrients, seed or crop protection."", ""I think your second question was in reference to our strong crop protection margins and I guess I'll start off addressing that is that last fall, we anticipated that there would be a tremendous amount of supply constraints around numerous crop protection products. And so we started building our inventory last fall, anticipating that these supply constraints will be real coming into 2022."", ""As we positioned ourselves early and build inventory, Vincent, we build inventory at some pretty attractive cost positions as well. And as you saw in the first quarter, we had a pretty significant improvement on crop protection. It's probably the highlight of our first quarter. I think we're about 400 basis point increase in margins there."", ""And a lot of that is we've got some growers that are buying earlier as well, anticipating some of these shortages and our people have done a good job of moving our cost up, as our cost on those crop protection products have increased as well. And we would expect to see that continue somewhat throughout the year 2022 spring and into the second quarter.""]",question_answer
27,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,663,Operator,['Your next question is from Ben Isaacson with Scotiabank.'],question_answer
28,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,664,Ben Isaacson,"[""I just want to come back to the Russian potash situation. So we're seeing Russian potash show up not just in India and China, but we've seen it come to the U.S., Europe, Brazil, Southeast Asia. And of course, while there was significant disruption to Russian fertilizer trade flow in March, can you talk about what trade flow looks like coming out of Russia over the last 2, 3, 4 weeks?"", ""Do you see Russian potash coming out at a rate of 50%, 2/3, 75% of normal. I know you spoke about the year potentially being down 2 million to 6 million tonnes. But can you just talk about what you're seeing right now in terms of what's coming out of the market?""]",question_answer
29,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,665,Kenneth Seitz,"['Yes. Thanks, Ben. So we are seeing an impact, an on-the-ground impact at the moment, exports coming out of Russia. And while -- unlike the Belarusians, perhaps the Russians do have some access to markets. And so an example of that would be rail into China, which we expect to continue through 2022 and that could be, over the course of the year, maybe 1.5 million tonnes.', ""So an example of certainly outlet for the Russians. They have their own domestic demand, which they're satisfying. But I'd say at the moment, Ben, what we're seeing is an impact across export markets that the Russians need to access by tidewater, about 0.5 million tonnes a month at the moment is what we're seeing."", ""And so whether that persists through 2022, it remains to be seen. But as you say, in the last month or so, what are we seeing on the ground, that's what we're seeing. And that's helping to inform the ranges that Jason Newton talked about earlier.""]",question_answer
30,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,666,Operator,['Your next question is from Michael Tupholme with TD Securities.'],question_answer
31,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,667,Michael Tupholme,"['Another question around the potential to accelerate your ramp-up of potash production beyond the 15 million tonnes. So you talked about some of the bottlenecks associated with bringing on additional production earlier in the call. Wondering though, if you were to decide to move forward, can you talk about how quickly you could bring on additional production and how we should think about CapEx associated with incremental tonnage?']",question_answer
32,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,668,Kenneth Seitz,"[""Yes. Thanks, Michael. And so yes, I mean, again, we're looking at that -- all of this at the moment, and again, expect to talk about it in more detail at our Investor Day in June 9. But suffice it to say that, our ramp up to 18 million tonnes, we can bring it on in increments of production and increments of capital with off-ramps for some of this capital."", ""So that's the path that we're plotting at the moment or testing to plot at the moment and testing our assumptions around all that. I'll just say that, certainly, as we think about that profile for volume increases, we're talking in a few years, not decades or anything like that."", ""With respect to the capital associated with it, again, we're looking at that. But I would say that given the off-ramps and capital, as we move up our production volumes, it's not that it's immaterial, but it's certainly a highly economic production in the context of where we see the -- to potentially see the market going down to 2022 and over to 2023.""]",question_answer
33,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,669,Operator,['Your next question is from Steve Byrne with Bank of America.'],question_answer
34,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,670,Steve Byrne,"[""Yes. So I'd like to drill into the Retail business here. Just curious what you're seeing in that business in terms of grower application rates so far this spring. Has there been much of a cutback in P&K application rates or growers using more of your variable rate technology to only put it down where they really need it? So what's the magnitude of the drop there? And any comments about the sharp drop in NOLA urea? Is that just because the channel -- does it need any more and thus, it's kind of irrelevant?""]",question_answer
35,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,671,Kenneth Seitz,"[""Great. Thanks, Steve. And so yes, with respect to the first question on Retail, the short answer is no. The growers, again, given the backdrop in the ag fundamentals, there are strong incentives there. But I'll start with Jeff Tarsi to provide some more color on that one. And then with respect to question about nitrogen, we'll pass it over to Raef. So Jeff?""]",question_answer
36,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,672,Jeff Tarsi,"[""Yes, sure. And yes, to answer your question and follow-up with Ken's comments there, number one, you mentioned variable rate. And Steve, we don't do -- really today, we don't do a lot of blanket rates of -- in P&K. A lot of it or the majority of it is variable rate. Most all of our application equipment today is set up where we bearable rate."", ""And as you will know, we do a lot of it -- we do extensive soil testing and running that analysis through Waypoint Analytical to come back with a proper prescription for nutrient needs. And so from that standpoint, as Ken said, we haven't seen a cutback in rates. Obviously, last fall, we had a tremendous run last fall and that's probably what slowed some things up in the first quarter a bit."", ""And if I look back at those rates last fall, they were very strong rates. And I think in the environment that we're in today, Steve, these growers are going to give themselves every opportunity to maximize out on yield. We also think that once we get in season, we think our all the nutritional products are going to be at a very high demand, and we've really stepped up production in those areas as well because we think these growers will spoon-feed this crop throughout the season."", ""We've seen a lot of demand for our [indiscernible] type pop-up products as well, Steve. So I think we're still in a very strong environment. Unlike anybody else here, I'm ready to see this crop get put in the ground. And it looks like next week, talking to our climatologist, looks very strong but we're going to be able to make a lot of planning progress going into next week. So we're anxious to get that started and get things going."", ""And now Ken, I'll go back to you on the urea question.""]",question_answer
37,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,673,Kenneth Seitz,"['Great. Thank you, Jeff, and Raef, over to you.']",question_answer
38,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,674,Raef Sully,"[""Thanks, Ken. So Steve, look, let's differentiate between some short-term occurrences in the market versus the overall supply and demand situation. If you think about all of the ammonia -- all of the nitrogen products, ammonia, urea, UAN, global supply and demand, the global supply is tight. I think we'll see continued solid pricing through the rest of the year for all of those products."", ""And the problem with urea at the minute, of course, and my colleagues have mentioned this is the slow start to the season with crop pricing where it is, farmers are going to try and maximize yield here. They're not going to skimp on the nitrogen products, has a latent demand there for it. We just need to see the seed go in the ground and the season start, and then we'll see the products start moving and we'll see a correction upwards to recent pricing.""]",question_answer
39,14,NTR.TO,NTR.TO_312688,1,2022-05-03 14:01:01,NTR.TO - Earnings call Q1 2022,2022,675,Operator,['Your next question is from Jeff Zekauskas with JPMorgan.'],question_answer
