row_number,Unnamed: 0_x,name,speech,session,id,Unnamed: 0_y,symbol,quarter,time,title,year
10,4216,Charles V. Magro,"[""Hey, Andrew, I'll have Steve Dyer, our President of Retail, just talk about the current farmer sentiment and where we think we're heading through 2015 and then address your question on crop inputs.""]",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
11,4217,Stephen G. Dyer,"[""Hi, Andrew. Yeah. In terms of the overall farmer sentiment, we see commodity prices on corn and soybean in particular around where they are today. Yeah, we'll see similar kind of pressure that we've seen this year into next year. If you look at overall farm spending, and it's still fairly strong. Again, what we've seen is that we have seen some margin pressure; we've also seen some pressure particularly on seed around the trade-down of quality of seed, that type of things as well. But what we'd also see for us as a big strength is our proprietary products."", ""Again, our proprietary products are up. If you look at on the chemistry side, we're up from year-to-date 20% of our sales to 23% of our sales. And on the seed side, we're from 22.5% to 23.5%. So that is also helping to support our margins going forward and gives us an advantage as we move forward. But I think overall farmer sentiment, if prices stay roughly where they are, will be similar to this year.""]",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
12,4218,Operator,['Thank you. Our next question is from the line of Jacob Bout with CIBC. Please go ahead with your question.'],question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
13,4219,Jacob Bout,['Good Morning. A question on...'],question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
14,4220,Charles V. Magro,"['Good morning, Jacob.']",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
15,4221,Jacob Bout,"['...the ability to place your potash tonnes, as Vanscoy ramps, given the U.S. potash demand weakness.']",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
16,4222,Charles V. Magro,"[""Are you asking if we're going to have trouble placing the tonnes.""]",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
17,4223,Jacob Bout,"[""Yes. I mean, you're going to ramp to, what, 2.1 million tonnes, I think, you said this year and then eventually up to, what, high-2s million tones, and just your thoughts on that given just some of the weakness that we see in the potash demand.""]",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
18,4224,Charles V. Magro,"[""Yeah. Okay. So, Jacob, I'll have Ron Wilkinson talk about the sales and marketing plan to set out the Vanscoy production as we ramp it up.""]",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
19,4225,Ron A. Wilkinson,"[""Hi, Jacob. It's Ron. Yes. As we – obviously, as we ramp up production, we're going to have to also ramp up our sales. We've got really four areas that we're looking at in sales. So, obviously, the most important is our own retail group. And we will be moving a significant amount of our domestic sales through them. But we also have a solid sales plan and distribution plan in place with what we'll call the independents."", ""We also have an industrial book on potash and, of course, there is the Canpotex sales. And Canpotex is actually looking at a record year, so that will help absorb some of our additional volume. So we don't see a problem in the second half. Our production target for next year is 2.45 million tonnes. And again, we've got the sales and marketing plan in place for that.""]",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
20,4226,Charles V. Magro,"['And, Jacob, maybe just to finish off your question, Steve will just talk a little bit about our retail potash volumes. Go ahead, Steve.']",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
21,4227,Steven J. Douglas,"['Yeah, just to highlight overall, if you look at our overall fertilizer volumes, particularly in the U.S., where the larger potash market is, was actually up about 2% and our potash volumes were very stable year-over-year. So that, I think, bodes well for us to optimize between wholesale and retail going forward.']",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
22,4228,Operator,['Thank you. Thank you. Our next question is from the line of Don Carson with Susquehanna. Please go ahead with your question.'],question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
23,4229,Don D. Carson,"['Thank you. I had a question on – another retail question, just on seed, in particular, and the weakness there. We always hear that seed is the most important decision a grower makes if your results were quite weak, I mean, talking about trading down of traits; can you talk about price pressure? And you made some comments about competitive pressures between suppliers. Was there a mix shift away from seed being sold through retailers like yourself and back to direct sales from the seed companies?']",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
24,4230,Charles V. Magro,['Steve Dyer?'],question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
25,4231,Stephen G. Dyer,"['Yeah. In terms of seed, if you look at our seed, we are – our total sales were actually up slightly. And we actually see that as a positive because we did have the shift in acres from corn to soybean, as well as some of the other higher value seeds like canola, and the cotton acres were down significantly. So being up in that environment definitely is that we grew our seed business.', ""We haven't seen a major shift in terms of that channel that's going through, to your question related to that. And then just back to the proprietary product side, again, our proprietary products were up from – as a total percentage of our sales of seed from 22.5% to 23.5% year-to-date. So, again, really the pressure has been on the seed is, the – a little bit of trading-down on quality of seed on the corn. And the big one was on the shift of acres as well, particularly corn to soybean and the lower cotton and canola acres.""]",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
26,4232,Charles V. Magro,"[""Yeah, Don, it's Chuck. Maybe I'll just add a couple comments. Just based on a couple of questions that have already been asked, in this market environment, which we think is, it's still decent, it's not great. I would say that the farmer sentiment is conservative, but they're certainly going to protect their crop. What we're seeing is significant growth in the proprietary products. So, there is some trading-down between branded to our proprietary products. As you know that those products have twice the gross margins that we get compared to the third-party, so it's actually been very good for us, and we see that trend continuing as long as we're in this current climate.""]",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
27,4233,Operator,['Thank you. Our next question is from the line of Adam Samuelson with Goldman Sachs. Please go ahead with your question.'],question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
28,4234,Adam Samuelson,"[""Yes. Thanks. Good morning, everyone. Question in retail, and actually two parts. First, in the quarter, your gross profit – your cash – obviously, your cash selling expenses and other operating expenses were down about 1% year-over-year, your gross profit was down about 6%. Can you comment on how you feel about operating expense control given the current farmer spending environment? I suspect some of the mix on crop protection and proprietary is influencing that somewhat, but that's pretty meaningful deleverage for a distributor."", 'And then secondly, given kind of the current macro environment and the performance in Canada, can you talk about timeline and path to actually hitting the $1.3 billion retail EBITDA target over the next couple of years? Thank you.']",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
29,4235,Charles V. Magro,"[""Okay. Steve, why don't you start and then I'll chime in.""]",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
30,4236,Steven J. Douglas,"[""Sure. From a cost perspective, I said we were down slightly. That doesn't (24:49) include the absorption of a number of tuck-ins we've done as well. So, I'll just kind of go around the globe particularly a little bit. If you look at the U.S., we were – our costs were flat year-over-year. Again, our revenue was actually up. Yes, we have had some – a bit of margin pressure there, but overall we're fairly flat to last year even on the bottom-line performance. And that included $20 million of expenses coming from tuck-ins as well. So, we've been able to basically absorb that $20 million from a U.S. perspective."", ""In Canada, we're down $26 million in total expenses and in Australia; we're down $18 million of expenses. So, we have a big focus on expense control as we go through and continue to look at opportunities to leverage. And through Operational Excellence, we have a number of initiatives that we've identified from purchasing, continued consolidation. And just to highlight that, actually, in first half of this year, we did close 50 locations. A good chunk of those locations were in the U.S. We also did consolidation both in Australia and Canada as well. And we have some – a number of other opportunities that we're looking at to do some further consolidation.""]",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
31,4237,Charles V. Magro,"[""And then just, Adam, on your question, the journey to $1.3 billion. Look, when you look at the 2015 market conditions, with the spend per acre coming down, lower acres and the difficult weather that we've already talked about, the journey to $1.3 billion, we don't expect to get any help from the market at all. So, what that's going to entail is aggressive growth of our market share, building out the proprietary product portfolio like we talked about, and aggressive network optimization which Steve has just commented on that we're already acting on quite swiftly. We certainly think we can get there, but without any help from the market in today's market environment, that will be the journey to get there."", ""Now, when we set that target of $1.3 billion, corn was over $7 a bushel with much higher spend per acre and the number of acres were higher. So, if we were to normalize that at a higher market environment, we think we'd be within 5% to 10% of that as we sit here today. So, the market has impacted retail, but I think that the journey that we are on with the network optimization, aggressive growth of proprietary products and aggressive market share will get us there even in the market conditions that we have today.""]",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
32,4238,Operator,['Thank you. Our next question is from the line of P.J. Juvekar with Citibank. Please go ahead with your question.'],question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
33,4239,P.J. Juvekar,"['Yes, hi. Just a quick question on crop protections. Chemical sales being up slightly. This is despite higher inventories exiting last year and somewhat different than what your suppliers have said so far. So, I was wondering, is that mostly – the inventory issue was mostly at your suppliers and what are inventory levels at your level? Thank you.']",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
34,4240,Charles V. Magro,"['Go ahead, Steve.']",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
35,4241,Steven J. Douglas,"[""Sure. Yeah, just starting off with inventory levels very quickly. They're very comparable to previous year, we're actually maybe slightly up in the U.S. and significantly down in Canada. Overall, we're down on chemical inventories year-over-year at the end of June. For us, there's a couple of factors here. One is, after we manage our inventory very closely and so you see others may have had more inventory in their channel at the retail level, and I think that's what's impacting suppliers to an extent."", ""The other impact for us, as I mentioned, our proprietary products are up year-to-date 3%. So, from 20% of our sales to 23% of our sales. So we have more going through our proprietary channel as well and that's having a bit of impact as well from a supplier standpoint.""]",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
36,4242,Operator,['Thank you. The next question is coming from the line of Yonah Weisz with HSBC. Please go ahead with your question.'],question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
37,4243,Yonah Weisz,"['Hi, there. Good morning. I would like to ask about the ammonia expansion. Maybe you could discuss some of the considerations that went into the cancellation of the ammonia expansion, exactly what type of risks were you de-risking in this decision?', ""And perhaps on a broader note, if you look out at the North American nitrogen market in, let's say, three years time, would you be more positive or less positive than today because some suggests that one of your domestic competitors is expanding overseas to escape a deteriorating North American market outlook? And I'd be very curious to hear what your view is on that. Thank you.""]",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
38,4244,Charles V. Magro,"[""Good morning. It's Chuck. I'll start and then I'll have Ron Wilkinson also comment. So, the border expansion project, the things what we're trying to balance, of course, our management of risks and costs and trying to drive the highest returns for the capital that has been allocated. And when we simply looked at the smaller part of the project, which was the expansion of the ammonia plant, when you look at that, it's a 40-year-old plant. By the time we finished the detailed engineering and then the outage planning, it became really evident that the capital costs and the downtime to get that 145,000 tonnes while sort of doing open-heart surgery on a 40-year old ammonia plant, the risk profile and the return profile didn't make sense."", ""So it's a tough decision. It's absolutely the right decision. The current scope that we have now de-risk the project very significantly. Pushing out the urea plant by several quarters will also help us contain the costs, because we won't be running the construction crews on extra overtime. And it keeps the company within our declared CapEx, so 2015 total capital for Agrium will be what we've communicated historically, $1.2 billion to $1.3 billion, and next year about $800 million to $900 million."", ""And when you look at the earnings impact, I know there's been some people that have written on this already, our view is that the change in scope has really no material impact on earnings. We believe that it's about $0.10 to $0.15 a share on a run rate basis. And so, it's a smart decision with the highest probability of success."", 'Ron, do you want to comment any?']",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
39,4245,Ron A. Wilkinson,"[""I'll just add that it's – regarding to the detailed construction planning for the ammonia debottleneck, we started to uncover a lot of risks that was very intrusive into the existing unit. And the biggest risk we were concerned about along with the cost was just the length of the turnaround that we're going to need to take to tie all this in, commission it and restart the unit. So it really was a risk-based decision as Chuck has mentioned.""]",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
40,4246,Charles V. Magro,"[""Yeah. On your second question, on the outlook for nitrogen, what I'd tell you is, look, even though nitrogen is produced around the world, you really do need to look at the different regions. And there are supply/demand considerations in the regions. We still like North America a lot, we'd probably be more optimistic a couple of years from now than we are today. We actually think that – when you look at the Agrium footprint and what our strategic direction is to grow our nitrogen position in North America. We think that that's going to create a tremendous amount of value. So we're a little bit more optimistic than, I think, other of our peers.""]",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
41,4247,Operator,['Our next question is coming from the line of Peter Prattas with AltaCorp. Please go ahead with your question.'],question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
42,4248,Peter Prattas,"[""Good morning, everyone. My question is on the nitrogen operations. You had an impressive lift in the sales volume and you mentioned there of your operating rates being strong and the inventories coming down. Are you able to quantify or at least comment perhaps on where the inventory sits now on a relative basis? And just given the strength of the quarter and notwithstanding the normal second half turnarounds, why wouldn't you be a little bit more optimistic, let's say, on the guidance figures you have for sales volume in nitrogen? Thanks.""]",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
43,4249,Charles V. Magro,['Ron?'],question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
44,4250,Ron A. Wilkinson,"[""In terms of our inventory levels, Peter, you're right; we pulled our inventory levels down considerably by the end of the second quarter. Normally, we are pretty empty at the end of the second quarter, but we are probably a little less – or a little more empty than normal. Looking ahead at the third quarter, we expect our production volumes to be actually higher, slightly higher than the second quarter. We set a number of production records in the second quarter and we've continued a number of those into July for our ammonia plants."", ""The third quarter itself is usually a lower-sales quarter. And the half is a little lower sales half than the first half, just based on the size of the fall season to the spring season. So there is really nothing abnormal going on there, it's really business as usual.""]",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
45,4251,Operator,['Thank you. Our next question is from the line of Mark Connelly with CLSA. Please go ahead with your question.'],question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
46,4252,Mark W. Connelly,"[""Thank you. Chuck, can you give us some sense on how to think about 2015 and 2016 capital spending with the border change? I assume you're not spending anything meaningful on Kenai, but what does the overall spending cycle look like now?""]",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
47,4253,Charles V. Magro,"[""Good morning, Mark. Sure. So let's assume that we do not proceed with Kenai. And the way the capital would unfold is for Agrium-wide, including our sustaining and our growth capital that we've identified, 2015 would be $1.2 billion to $1.3 billion. 2016, you'll see a nice decline in the $800 million to $900 million range, which is pretty consistent with what we've been saying since the beginning of this year. So you're going to see our CapEx decline as we do wind-down our major growth phase of the company and our free cash flow, as a result, improves.""]",question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
48,4254,Operator,['Our next question is from the line of Steve Byrne with Bank of America. Please go ahead with your question.'],question_answer,NTR.TO_88495,73,NTR.TO,2,2015-08-06 20:28:08,Earnings call Q2 2015,2015
